Date,Max TemperatureC,Mean TemperatureC,Min TemperatureC,Dew PointC,MeanDew PointC,Min DewpointC,Max Humidity, Mean Humidity, Min Humidity, Max Sea Level PressurehPa, Mean Sea Level PressurehPa, Min Sea Level PressurehPa, Max VisibilityKm, Mean VisibilityKm, Min VisibilitykM, Max Wind SpeedKm/h, Mean Wind SpeedKm/h, Max Gust SpeedKm/h,Precipitationmm, CloudCover, Events,WindDirDegrees<br />
2014-1-1,-4,-7,-9,-9,-10,-11,82,70,58,1034,1033,1033,2,2,2,6,2,,0.00,8,,-1<br />
2014-1-2,-1,-4,-8,-6,-8,-11,75,69,53,1035,1033,1032,3,2,2,6,0,,0.00,8,,-1<br />
2014-1-3,1,-3,-8,-4,-6,-10,84,72,54,1034,1033,1033,3,2,2,6,0,,0.00,8,,-1<br />
2014-1-4,-1,-2,-3,-4,-5,-6,80,74,64,1034,1033,1032,8,4,2,14,2,,0.00,8,,-1<br />
2014-1-5,-1,-3,-6,-4,-6,-8,93,79,71,1034,1033,1033,6,3,2,14,2,,0.00,8,Snow,-1<br />
2014-1-6,-2,-4,-9,-7,-9,-12,80,67,45,1036,1035,1033,10,6,3,14,3,,0.00,8,,-1<br />
2014-1-7,-4,-7,-9,-10,-11,-12,86,72,48,1036,1031,1025,10,6,2,14,6,,0.00,7,Snow,30<br />
2014-1-8,-5,-7,-11,-9,-10,-12,87,75,65,1039,1034,1032,6,4,2,11,5,,0.00,8,,-1<br />
2014-1-9,-6,-11,-16,-9,-12,-17,100,88,67,1042,1034,1022,6,4,1,8,3,,0.00,5,Fog,70<br />
2014-1-10,-5,-10,-14,-10,-11,-13,95,78,56,1037,1036,1035,2,2,2,6,2,,0.00,8,Snow,-1<br />
2014-1-11,-5,-10,-15,-10,-13,-16,93,80,54,1038,1034,1031,3,2,2,0,0,,0.25,8,Snow,-1<br />
2014-1-12,-4,-11,-17,-12,-14,-17,88,76,58,1038,1035,1034,5,3,2,6,2,,0.00,,,-1<br />
2014-1-13,1,-7,-14,-3,-9,-14,93,81,61,1034,1030,1024,10,3,2,29,3,,0.00,,,-1<br />
2014-1-14,5,0,-6,-4,-6,-7,87,66,41,1026,1022,1019,11,10,10,14,6,,0.00,,,-1<br />
2014-1-15,1,-3,-8,-4,-6,-8,89,74,56,1035,1030,1026,10,9,6,0,0,,0.00,,,-1<br />
2014-1-16,2,-5,-12,-6,-8,-11,93,75,48,1040,1036,1034,6,5,3,6,2,,0.00,,,-1<br />
2014-1-17,1,-3,-7,-5,-7,-8,88,74,56,1031,1029,1028,8,6,3,11,2,,0.00,,,-1<br />
2014-1-18,2,-4,-9,-6,-8,-11,88,68,46,1033,1030,1028,10,9,3,11,2,,0.00,,,-1<br />
2014-1-19,3,-3,-10,-1,-7,-10,92,77,60,1031,1029,1028,10,8,3,0,0,,0.00,,,-1<br />
2014-1-20,4,-1,-6,-4,-5,-6,93,72,45,1029,1027,1024,8,5,2,11,3,,0.00,,,-1<br />
2014-1-21,8,2,-5,0,-4,-6,90,72,46,1027,1025,1023,8,6,3,21,3,,0.00,,,-1<br />
2014-1-22,8,2,-4,-1,-3,-5,97,72,46,1024,1022,1019,5,3,2,18,2,,0.00,,,-1<br />
2014-1-23,11,3,-4,1,-2,-4,89,66,36,1020,1017,1014,11,7,3,21,3,,0.00,,,190<br />
2014-1-24,4,2,-1,1,-1,-2,92,84,67,1022,1020,1017,10,8,6,6,3,,0.00,8,Rain,-1<br />
2014-1-25,5,1,-2,0,-1,-3,96,77,57,1025,1023,1022,10,7,3,0,0,,0.00,8,,-1<br />
2014-1-26,10,4,-2,-1,-2,-3,91,62,35,1021,1019,1017,10,9,6,11,2,,0.00,,,-1<br />
2014-1-27,12,8,4,4,1,-2,76,57,35,1017,1013,1011,10,10,10,32,16,,0.00,8,,191<br />
2014-1-28,8,6,3,4,3,1,100,82,70,1011,1008,1006,10,9,8,35,16,,9.91,8,Rain,188<br />
2014-1-29,12,7,2,2,1,-2,78,61,40,1017,1014,1009,11,10,10,29,18,,0.00,3,,196<br />
2014-1-30,12,9,4,3,-1,-3,93,58,23,1017,1015,1012,14,10,10,34,18,,1.02,2,,174<br />
2014-1-31,7,3,0,2,-1,-4,93,73,46,1028,1023,1015,11,10,10,23,13,,0.51,,,28<br />
2014-2-1,0,-3,-7,-2,-6,-8,100,90,78,1037,1028,1025,10,4,1,14,11,,4.06,8,Snow,55<br />
2014-2-2,-3,-7,-10,-8,-11,-17,93,76,35,1038,1031,1027,10,7,2,21,5,,0.00,5,Snow,351<br />
2014-2-3,-4,-9,-13,-13,-15,-17,79,58,28,1036,1030,1023,14,11,10,14,8,,0.00,1,,353<br />
2014-2-4,-4,-8,-12,-11,-13,-15,79,62,32,1031,1027,1020,14,10,10,18,6,,0.00,4,,24<br />
2014-2-5,-1,-6,-11,-9,-13,-14,79,57,28,1029,1025,1019,14,10,10,18,8,,0.00,,,4<br />
2014-2-6,3,-3,-10,-7,-11,-14,93,58,25,1028,1024,1019,10,10,10,11,3,,0.00,,,193<br />
2014-2-7,4,-3,-9,-4,-9,-12,80,59,27,1029,1027,1025,10,10,10,11,3,,0.00,,,182<br />
2014-2-8,4,-2,-8,-2,-9,-11,86,62,25,1029,1025,1020,10,9,8,8,3,,0.00,,,163<br />
2014-2-9,6,-1,-8,-6,-8,-10,93,61,19,1031,1026,1021,10,9,6,19,5,,0.00,0,,203<br />
2014-2-10,7,1,-5,-2,-6,-8,86,61,30,1026,1022,1018,10,8,5,8,5,,0.00,0,,115<br />
2014-2-11,8,3,-3,-3,-5,-7,86,60,27,1026,1021,1018,10,9,6,23,5,,0.00,4,,169<br />
2014-2-12,10,3,-4,1,-4,-7,89,58,24,1029,1026,1023,10,9,6,18,5,,0.00,6,,82<br />
2014-2-13,12,3,-5,-3,-5,-7,88,54,25,1028,1024,1015,10,10,10,19,5,,0.00,,,161<br />
2014-2-14,13,4,-4,-3,-5,-7,80,52,20,1026,1023,1021,10,10,10,19,5,,0.00,,,168<br />
2014-2-15,13,4,-4,1,-4,-6,74,57,25,1020,1017,1014,10,9,8,11,3,,0.00,3,,104<br />
2014-2-16,9,6,3,4,2,-5,93,71,40,1016,1014,1013,10,8,4,11,5,,2.03,8,,311<br />
2014-2-17,11,6,2,2,-1,-4,100,66,26,1023,1019,1016,10,9,7,14,5,,0.00,5,Rain,12<br />
2014-2-18,13,6,-2,-2,-4,-5,90,46,20,1026,1023,1020,10,10,10,11,5,,0.00,1,,174<br />
2014-2-19,13,7,0,0,-3,-6,81,46,21,1025,1021,1020,11,10,10,29,10,,0.00,5,,34<br />
2014-2-20,17,7,-2,-2,-7,-11,74,41,14,1026,1023,1020,14,11,10,26,6,,0.00,,,197<br />
2014-2-21,18,8,-2,-3,-7,-10,59,31,14,1021,1019,1015,14,10,10,35,11,,0.00,,,218<br />
2014-2-22,16,8,1,0,-4,-8,65,37,20,1017,1016,1014,10,10,10,19,8,,0.00,6,,194<br />
2014-2-23,12,6,-1,0,-3,-6,100,59,26,1023,1019,1016,11,10,10,19,6,,0.00,2,,44<br />
2014-2-24,13,4,-4,0,-3,-6,83,64,26,1028,1025,1023,10,10,10,11,3,,0.00,1,,186<br />
2014-2-25,16,7,-2,0,-1,-3,93,58,17,1026,1023,1020,11,10,8,21,5,,0.00,1,,127<br />
2014-2-26,16,7,-2,3,-1,-4,76,47,18,1022,1018,1015,10,10,10,29,13,,0.00,3,,160<br />
2014-2-27,15,8,1,4,2,1,94,58,27,1019,1017,1014,11,10,10,18,3,,0.00,1,,100<br />
2014-2-28,13,8,2,3,1,-1,79,59,31,1018,1015,1013,11,10,10,11,5,,0.00,,,-1<br />
2014-3-1,11,4,-2,2,-2,-5,97,59,21,1021,1019,1017,10,10,10,19,5,,0.00,2,,40<br />
2014-3-2,16,7,-2,-1,-2,-3,86,49,21,1022,1019,1016,11,10,10,11,5,,0.00,4,,150<br />
2014-3-3,19,10,2,2,-1,-2,65,38,19,1015,1013,1011,10,10,10,18,5,,0.00,2,,35<br />
2014-3-4,13,11,8,8,4,0,88,63,41,1011,1010,1008,10,9,7,18,6,,2.03,8,Rain,192<br />
2014-3-5,18,12,7,6,2,-1,86,45,17,1016,1014,1011,10,10,10,18,5,,0.00,3,,221<br />
2014-3-6,20,12,3,3,1,-4,66,39,17,1017,1016,1013,11,10,10,23,10,,0.00,1,,175<br />
2014-3-7,15,11,6,5,2,1,63,49,30,1020,1017,1015,10,10,10,26,6,,0.00,,Rain,-1<br />
2014-3-8,16,9,2,5,3,-1,81,61,32,1026,1023,1017,10,10,9,19,3,,0.00,3,,34<br />
2014-3-9,17,9,1,4,2,-2,94,63,27,1026,1023,1020,11,9,8,29,3,,0.00,,,35<br />
2014-3-10,19,11,2,9,2,-1,87,54,17,1020,1016,1010,10,9,9,32,6,,7.11,7,Rain,174<br />
2014-3-11,18,13,9,9,2,-10,82,50,6,1010,1008,1005,14,11,10,35,16,,0.00,4,Rain,172<br />
2014-3-12,14,10,6,1,-2,-6,57,38,17,1008,1005,1001,11,10,10,14,5,,0.00,6,,153<br />
2014-3-13,9,7,4,3,1,-2,76,61,45,1014,1007,1001,10,10,8,21,11,,0.76,7,Rain,42<br />
2014-3-14,8,6,4,3,2,1,84,71,59,1019,1016,1014,10,10,10,0,0,,0.00,8,,-1<br />
2014-3-15,11,7,2,2,1,-2,93,61,32,1019,1016,1013,11,10,10,19,5,,0.00,3,,13<br />
2014-3-16,17,9,1,1,-3,-8,81,41,10,1017,1013,1010,11,10,10,29,11,,0.00,1,,185<br />
2014-3-17,17,13,8,-2,-4,-6,30,24,14,1011,1008,1006,11,10,10,55,37,,0.00,5,,212<br />
2014-3-18,8,7,5,5,3,-2,93,76,26,1016,1014,1011,10,9,6,14,8,,1.02,7,Rain,9<br />
2014-3-19,13,8,2,6,1,-4,100,62,19,1021,1019,1016,14,8,1,29,8,,0.00,4,,37<br />
2014-3-20,17,9,2,1,-1,-3,79,42,16,1022,1017,1014,14,11,10,19,5,,0.00,1,,186<br />
2014-3-21,15,9,3,2,-2,-4,56,35,17,1017,1016,1013,11,11,10,21,14,,0.00,,,-1<br />
2014-3-22,15,8,2,-3,-8,-22,52,29,4,1022,1021,1019,19,12,10,26,11,,0.00,,,20<br />
2014-3-23,18,9,0,1,-3,-8,74,38,9,1022,1020,1018,11,10,10,29,3,,0.00,,,10<br />
2014-3-24,19,10,1,2,-4,-11,65,31,6,1021,1019,1016,14,12,10,11,3,,0.00,,,54<br />
2014-3-25,21,11,1,-2,-7,-13,56,28,4,1017,1015,1011,11,10,10,26,8,,0.00,,,177<br />
2014-3-26,21,12,3,-2,-4,-7,52,28,7,1017,1015,1012,14,11,10,14,2,,0.00,3,,171<br />
2014-3-27,21,12,4,6,0,-3,54,36,11,1016,1014,1011,11,10,10,23,6,,0.00,4,Rain,174<br />
2014-3-28,19,11,3,4,0,-6,79,41,10,1016,1012,1009,11,10,10,21,5,,0.00,,,-1<br />
2014-3-29,19,13,7,4,0,-9,58,36,8,1009,1005,998,14,10,10,55,26,,2.03,3,,215<br />
2014-3-30,10,4,-3,7,1,-7,93,67,32,1006,997,994,10,9,8,47,29,,1.02,8,Rain-Snow,171<br />
2014-3-31,2,-2,-5,-4,-6,-7,100,77,43,1020,1011,1006,11,8,0,34,21,,1.02,7,Snow,44<br />
2014-4-1,9,1,-7,-2,-6,-9,93,57,28,1021,1015,1011,11,10,10,21,6,,0.00,2,,186<br />
2014-4-2,14,6,-3,-2,-3,-7,89,50,15,1015,1012,1009,14,10,10,11,5,,0.00,1,,50<br />
2014-4-3,16,8,0,1,-2,-4,78,40,15,1012,1011,1009,11,10,10,11,3,,0.00,1,,23<br />
2014-4-4,12,8,3,3,1,-3,81,58,27,1017,1015,1011,11,10,10,26,11,,2.03,,Rain,-1<br />
2014-4-5,20,11,1,1,-3,-8,78,39,9,1019,1017,1015,11,10,10,19,5,,0.00,2,,260<br />
2014-4-6,17,13,10,4,-1,-4,56,32,21,1022,1018,1014,10,10,10,35,16,,0.00,6,,234<br />
2014-4-7,21,12,3,5,3,-1,86,52,15,1025,1022,1015,11,9,8,21,6,,0.00,6,,37<br />
2014-4-8,26,18,11,2,0,-9,47,24,5,1015,1011,1003,11,10,10,43,16,,0.00,4,,168<br />
2014-4-9,21,16,11,3,-1,-8,44,27,12,1011,1008,1003,10,10,10,35,18,,0.00,2,,199<br />
2014-4-10,15,9,4,4,1,-4,72,44,22,1015,1014,1011,14,10,10,32,13,,0.00,6,,177<br />
2014-4-11,19,12,4,6,3,1,80,47,18,1017,1017,1015,14,11,10,32,3,,0.00,,,-1<br />
2014-4-12,23,13,3,3,-1,-7,70,35,9,1032,1020,1013,11,10,10,23,3,,0.00,3,,128<br />
2014-4-13,17,12,8,8,3,-6,77,46,12,1016,1014,1012,10,10,10,29,6,,0.25,7,Rain,92<br />
2014-4-14,22,14,6,7,4,0,86,50,14,1017,1015,1011,11,10,10,19,6,,0.25,4,,188<br />
2014-4-15,19,14,9,9,7,3,94,62,33,1017,1015,1010,11,9,3,14,6,,1.02,7,Rain,148<br />
2014-4-16,21,14,8,10,6,2,80,51,20,1019,1017,1014,10,10,10,19,6,,1.02,5,,188<br />
2014-4-17,24,15,6,8,6,2,86,50,15,1021,1018,1012,14,11,10,26,6,,0.00,3,Rain,103<br />
2014-4-18,22,17,12,12,8,6,73,48,31,1041,1015,1009,14,11,10,26,11,,2.03,8,Rain,-1<br />
2014-4-19,27,18,9,11,8,5,88,54,19,1018,1015,1011,11,10,10,26,3,,0.00,1,,116<br />
2014-4-20,23,18,12,9,6,1,63,40,18,1018,1015,1010,11,10,10,21,6,,0.00,7,,278<br />
2014-4-21,24,17,10,10,6,2,70,44,15,1015,1012,1007,14,10,10,21,5,,3.05,3,Rain,23<br />
2014-4-22,22,16,10,12,8,4,80,57,38,1015,1012,1008,11,10,10,32,14,,1.02,3,Rain,175<br />
2014-4-23,24,16,8,7,2,-7,66,38,6,1016,1013,1008,14,10,10,18,6,,0.00,1,,336<br />
2014-4-24,22,15,8,4,-1,-3,54,30,13,1016,1013,1010,14,11,10,18,6,,0.00,1,,17<br />
2014-4-25,25,17,8,8,4,1,54,35,17,1014,1012,1011,14,11,10,18,3,,0.25,,,-1<br />
2014-4-26,26,19,12,9,7,3,70,42,13,1017,1011,1002,14,10,10,55,16,,0.00,6,,118<br />
2014-4-27,26,20,14,9,5,1,43,33,14,1013,1009,1003,11,10,10,21,13,,0.00,6,Thunderstorm,43<br />
2014-4-28,27,21,15,11,8,3,72,42,15,1017,1012,1007,10,9,8,40,19,,0.00,6,Thunderstorm,161<br />
2014-4-29,26,18,11,8,5,0,63,35,11,1015,1011,1006,14,11,10,43,14,,0.00,2,,170<br />
2014-4-30,27,19,11,2,-1,-4,50,21,7,1014,1009,1004,14,11,10,37,14,,0.00,1,,212<br />
2014-5-1,27,19,11,4,-2,-4,33,20,10,1014,1011,1006,11,10,10,26,13,,0.00,2,,118<br />
2014-5-2,26,17,8,5,2,-2,59,27,9,1010,1008,1006,14,11,10,29,6,,0.00,,,-1<br />
2014-5-3,22,16,10,8,3,-2,57,38,20,1013,1010,1006,11,10,10,26,8,,0.00,5,Thunderstorm,72<br />
2014-5-4,25,16,6,7,4,0,81,44,15,1017,1014,1010,14,11,10,21,5,,0.00,1,,51<br />
2014-5-5,29,19,9,4,1,-4,50,26,7,1018,1015,1009,11,10,10,11,6,,0.00,3,,149<br />
2014-5-6,31,22,13,7,4,2,43,27,9,1018,1012,1006,11,10,10,14,3,,0.00,,,195<br />
2014-5-7,31,22,13,10,7,5,49,30,15,1017,1012,1007,14,10,10,35,6,,0.00,4,,357<br />
2014-5-8,27,21,14,11,10,8,72,47,23,1020,1015,1010,14,10,10,14,5,,0.00,6,,9<br />
2014-5-9,28,21,14,13,12,8,68,51,24,1013,1011,1007,11,10,8,18,8,,1.02,,Rain,-1<br />
2014-5-10,26,21,16,13,9,2,72,46,14,1016,1012,1007,11,10,10,29,10,,0.00,7,,172<br />
2014-5-11,28,21,15,11,10,8,69,43,20,1015,1011,1005,11,10,10,35,5,,0.00,5,Thunderstorm,311<br />
2014-5-12,27,20,13,11,9,4,77,44,15,1017,1012,1006,14,11,10,26,5,,2.03,1,Rain,352<br />
2014-5-13,21,17,13,12,10,8,88,65,39,1017,1012,1008,10,10,10,23,8,,3.05,8,Rain,66<br />
2014-5-14,22,17,12,11,9,8,82,59,36,1014,1011,1007,11,10,10,26,10,,9.91,3,Hail-Thunderstorm,37<br />
2014-5-15,24,17,10,9,8,6,77,47,21,1016,1012,1008,18,11,10,19,6,,0.00,3,,16<br />
2014-5-16,28,18,9,10,7,4,68,36,13,1012,1010,1008,14,12,10,0,0,,0.00,,,-1<br />
2014-5-17,30,21,13,8,4,1,55,29,8,1018,1014,1009,14,11,10,11,3,,0.00,1,,172<br />
2014-5-18,30,21,13,7,4,1,55,28,12,1016,1011,1003,11,10,10,26,6,,0.00,1,,183<br />
2014-5-19,28,21,13,8,0,-14,56,25,5,1013,1009,1004,11,10,10,32,10,,0.00,3,,90<br />
2014-5-20,20,17,14,8,6,-2,67,44,16,1013,1010,1005,14,10,10,29,13,,4.06,3,Thunderstorm,29<br />
2014-5-21,24,17,9,8,6,-4,77,44,13,1015,1012,1009,11,10,10,19,6,,0.00,3,,25<br />
2014-5-22,20,17,13,12,9,6,82,57,36,1020,1015,1010,14,10,6,18,8,,4.06,6,Rain,325<br />
2014-5-23,24,19,13,14,11,8,85,55,33,1016,1013,1011,11,10,10,145,21,,5.08,,,-1<br />
2014-5-24,28,20,13,13,11,8,82,54,22,1018,1014,1007,11,10,8,23,6,,6.10,2,Rain,117<br />
2014-5-25,29,21,13,13,11,2,88,58,10,1015,1010,1003,14,11,10,21,6,,0.00,1,,20<br />
2014-5-26,27,21,14,12,8,1,77,44,16,1016,1012,1006,11,10,8,18,6,,3.05,3,Rain-Thunderstorm,223<br />
2014-5-27,26,19,13,12,9,4,80,48,18,1014,1010,1005,11,10,10,32,8,,2.03,3,Rain-Thunderstorm,183<br />
2014-5-28,22,17,12,13,11,8,85,61,34,1011,1008,1005,10,10,10,18,6,,5.08,2,Rain-Thunderstorm,21<br />
2014-5-29,22,18,13,16,11,9,77,59,43,1015,1013,1008,11,10,10,14,10,,3.05,2,Snow,192<br />
2014-5-30,28,20,11,12,11,9,85,49,22,1013,1011,1008,14,11,10,18,3,,1.02,,Rain,-1<br />
2014-5-31,31,22,13,12,9,6,77,41,19,1015,1011,1006,11,10,10,18,5,,0.00,1,Rain,36<br />
2014-6-1,32,24,18,13,9,6,73,37,13,1015,1010,1004,11,10,10,29,8,,0.00,3,,178<br />
2014-6-2,28,20,13,12,7,-2,61,36,14,1012,1008,1004,11,10,8,37,10,,3.05,3,Rain-Thunderstorm,177<br />
2014-6-3,28,20,12,12,10,6,88,52,22,1011,1008,1003,14,11,10,37,8,,0.00,2,Thunderstorm,34<br />
2014-6-4,24,18,12,12,9,7,73,47,24,1017,1012,1006,19,13,8,29,10,,0.51,3,Rain,37<br />
2014-6-5,27,19,11,13,9,7,80,49,22,1018,1014,1008,11,10,10,21,6,,0.51,2,Rain,237<br />
2014-6-6,27,20,13,14,12,9,83,53,26,1008,1006,1002,14,11,10,18,3,,0.00,,,-1<br />
2014-6-7,30,21,12,12,7,0,82,41,9,1011,1007,1002,10,9,7,26,3,,0.00,0,,158<br />
2014-6-8,31,21,12,9,7,2,60,33,10,1015,1010,1004,11,10,10,18,5,,0.00,1,,107<br />
2014-6-9,33,23,13,10,7,3,64,34,12,1015,1010,1004,19,13,10,14,3,,0.00,2,,320<br />
2014-6-10,33,24,15,13,6,1,47,28,10,1014,1009,1004,14,10,10,18,5,,0.51,2,Rain,301<br />
2014-6-11,31,23,15,10,8,5,56,34,16,1012,1007,996,10,10,10,35,18,,0.00,2,,6<br />
2014-6-12,27,21,15,12,8,5,68,38,23,1006,1002,996,14,11,10,19,6,,0.51,2,Rain-Thunderstorm,28<br />
2014-6-13,23,18,12,11,7,2,72,43,18,1007,1004,1001,18,11,10,21,6,,0.00,8,,-1<br />
2014-6-14,28,20,12,9,6,3,55,32,14,1014,1010,1004,11,10,10,14,6,,0.00,1,,326<br />
2014-6-15,31,22,14,10,8,3,56,34,13,1016,1011,1006,11,10,10,18,6,,0.00,1,Rain,262<br />
2014-6-16,32,23,14,10,8,4,52,32,10,1016,1011,1004,19,11,10,21,8,,0.00,1,,8<br />
2014-6-17,32,23,15,11,8,5,59,34,12,1016,1011,1004,19,13,10,23,5,,0.00,1,,349<br />
2014-6-18,32,24,16,11,10,7,53,35,14,1016,1010,1003,14,11,10,19,6,,0.00,1,,4<br />
2014-6-19,33,24,16,12,11,8,56,35,15,1013,1007,1000,19,12,10,23,6,,0.00,1,,18<br />
2014-6-20,36,26,16,12,9,2,56,24,10,1011,1001,996,14,11,10,21,5,,0.00,,,-1<br />
2014-6-21,37,27,17,12,7,0,51,25,5,1009,1004,997,19,14,10,23,6,,0.00,,,167<br />
2014-6-22,37,27,17,9,5,-6,34,21,4,1011,1006,999,14,11,10,23,6,,0.00,1,,106<br />
2014-6-23,33,26,18,14,11,4,50,34,16,1015,1008,1000,11,10,10,26,8,,0.00,1,,31<br />
2014-6-24,31,25,19,13,11,7,56,36,19,1014,1008,1001,14,11,10,26,10,,0.00,2,Thunderstorm,6<br />
2014-6-25,31,23,16,14,12,9,67,45,21,1014,1009,1001,14,11,10,26,5,,1.02,3,Rain,1<br />
2014-6-26,31,23,16,12,11,9,58,39,19,1014,1009,1004,14,11,10,19,11,,0.00,1,,14<br />
2014-6-27,32,24,16,12,9,7,58,30,13,1010,1008,1006,14,12,10,18,8,,0.00,,,-1<br />
2014-6-28,34,26,18,16,9,8,69,30,16,1019,1011,1004,18,13,10,19,6,,0.00,3,,8<br />
