Date,Max TemperatureC,Mean TemperatureC,Min TemperatureC,Dew PointC,MeanDew PointC,Min DewpointC,Max Humidity, Mean Humidity, Min Humidity, Max Sea Level PressurehPa, Mean Sea Level PressurehPa, Min Sea Level PressurehPa, Max VisibilityKm, Mean VisibilityKm, Min VisibilitykM, Max Wind SpeedKm/h, Mean Wind SpeedKm/h, Max Gust SpeedKm/h,Precipitationmm, CloudCover, Events,WindDirDegrees<br />
2014-6-29,34,26,18,13,11,8,57,35,15,1016,1010,1001,11,10,10,21,8,,0.00,1,Thunderstorm,327<br />
2014-6-30,32,25,18,15,13,6,68,41,20,1017,1011,1004,11,10,10,21,6,,0.00,1,,10<br />
2014-7-1,31,24,17,14,13,11,63,41,24,1020,1013,1005,14,11,10,14,6,,0.00,1,,354<br />
2014-7-2,32,24,17,14,12,10,62,38,20,1018,1012,1006,14,11,10,29,10,,0.00,1,,26<br />
2014-7-3,31,24,18,13,12,10,53,36,19,1017,1010,1003,14,12,10,26,16,,0.00,3,,6<br />
2014-7-4,32,24,17,12,11,10,58,34,20,1006,1003,999,11,10,10,11,5,,0.00,,Thunderstorm,-1<br />
2014-7-5,27,22,18,18,16,12,94,66,43,1014,1009,1002,14,10,2,23,6,,5.08,6,Rain-Thunderstorm,39<br />
2014-7-6,29,23,16,17,16,13,94,61,38,1015,1010,1004,14,11,10,14,3,,0.76,3,,16<br />
2014-7-7,35,27,18,16,14,7,77,47,11,1014,1008,999,11,10,10,18,5,,0.00,1,,31<br />
2014-7-8,32,26,19,13,12,10,50,36,19,1011,1005,998,14,11,10,21,8,,0.00,1,,35<br />
2014-7-9,31,23,16,14,12,10,66,42,22,1011,1005,999,14,11,10,11,5,,3.05,1,Thunderstorm,14<br />
2014-7-10,33,25,17,14,12,10,68,42,16,1011,1006,999,18,12,10,11,2,,0.00,1,,38<br />
2014-7-11,35,28,20,16,13,10,65,33,14,1006,1004,1001,14,11,10,18,8,,0.00,,,-1<br />
2014-7-12,37,28,19,16,14,12,67,41,15,1015,1008,1001,11,10,10,11,5,,0.00,1,,340<br />
2014-7-13,37,29,20,16,14,11,64,39,18,1012,1005,997,11,10,10,19,5,,0.00,3,,342<br />
2014-7-14,33,27,19,15,14,11,73,41,21,1011,1006,999,14,11,10,21,6,,0.00,1,,357<br />
2014-7-15,32,26,18,14,13,12,60,41,21,1013,1007,1001,14,12,10,14,5,,0.00,,,350<br />
2014-7-16,36,27,18,12,11,7,55,30,14,1014,1007,1000,14,11,10,11,5,,0.00,1,,345<br />
2014-7-17,38,28,19,13,12,9,38,27,15,1012,1004,996,11,10,10,14,3,,0.00,1,,19<br />
2014-7-18,38,29,20,16,13,11,52,27,12,1000,997,994,11,11,10,14,3,,0.00,,,-1<br />
2014-7-19,36,28,20,16,13,9,49,34,11,1009,1001,993,18,13,10,19,8,,0.00,,,12<br />
2014-7-20,37,28,19,14,11,-1,53,31,5,1007,1001,991,11,11,10,21,6,,0.00,,,346<br />
2014-7-21,34,27,18,13,10,1,60,34,6,1007,1001,993,11,10,10,32,6,,0.00,1,,43<br />
2014-7-22,31,26,20,14,12,7,68,39,18,1011,1006,1000,11,10,10,18,6,,0.00,4,,346<br />
2014-7-23,32,26,19,10,9,7,46,29,15,1015,1008,1002,19,12,10,18,10,,0.00,1,,10<br />
2014-7-24,34,26,16,12,9,7,52,31,11,1014,1006,1000,11,10,10,21,5,,0.00,,,330<br />
2014-7-25,38,28,17,12,11,7,54,27,8,1001,998,994,14,11,10,11,3,,0.00,,,-1<br />
2014-7-26,35,27,19,16,13,11,57,35,15,1010,1004,997,11,10,10,19,6,,0.00,5,,9<br />
2014-7-27,36,28,21,14,12,9,57,33,12,1012,1006,999,18,11,10,19,3,,0.00,1,,106<br />
2014-7-28,33,27,20,13,9,6,60,31,12,1014,1008,1001,14,11,10,18,6,,0.00,1,,343<br />
2014-7-29,32,25,18,12,10,9,47,32,16,1014,1007,1002,14,11,10,14,5,,0.00,1,,28<br />
2014-7-30,33,26,19,11,8,6,44,27,15,1014,1007,1002,11,11,10,14,5,,0.00,1,,28<br />
2014-7-31,33,26,19,11,8,6,44,25,14,1013,1006,1000,19,13,10,14,10,,0.00,1,,13<br />
2014-8-1,35,26,17,13,11,9,56,31,15,1005,1002,999,14,11,10,6,2,,0.00,,,-1<br />
2014-8-2,36,27,18,13,12,10,60,34,14,1012,1005,998,14,11,10,14,5,,0.00,1,,350<br />
2014-8-3,35,27,18,13,11,7,56,35,12,1010,1004,996,14,10,10,29,6,,0.00,2,Thunderstorm,333<br />
2014-8-4,34,26,18,14,11,8,77,36,17,1009,1003,995,14,11,10,21,11,,0.00,1,Rain,323<br />
2014-8-5,34,24,14,12,9,4,47,26,11,1006,999,992,11,10,10,18,5,,0.00,1,,5<br />
2014-8-6,34,26,18,12,10,7,47,28,16,1007,1000,994,14,11,10,14,5,,0.00,1,,49<br />
2014-8-7,34,27,18,14,12,9,62,34,14,1011,1004,999,14,11,2,11,6,,0.00,1,,20<br />
2014-8-8,37,27,18,13,11,7,64,30,9,1003,1001,998,11,11,10,21,5,,0.00,,,-1<br />
2014-8-9,37,28,18,13,10,8,56,30,12,1010,1004,996,11,11,10,11,3,,0.00,1,,356<br />
2014-8-10,37,28,18,12,11,8,56,30,11,1012,1005,998,11,10,10,11,5,,0.00,1,,347<br />
2014-8-11,36,27,18,13,11,8,53,32,10,1013,1007,1000,11,10,10,14,5,,0.00,1,,343<br />
2014-8-12,36,26,17,13,10,8,62,28,13,1012,1005,999,14,11,10,19,5,,0.00,,,3<br />
2014-8-13,36,28,20,12,9,7,41,27,13,1014,1008,1001,11,10,10,14,8,,0.00,1,,357<br />
2014-8-14,34,26,18,13,11,8,61,32,16,1019,1012,1007,11,11,10,14,5,,0.00,1,,346<br />
2014-8-15,35,27,19,13,12,10,48,30,15,1011,1008,1003,11,11,10,11,2,,0.00,,,-1<br />
2014-8-16,36,27,17,12,9,7,53,29,10,1013,1007,999,14,11,10,19,6,,0.00,1,,15<br />
2014-8-17,36,27,19,13,11,8,54,32,11,1013,1006,999,11,9,0,11,5,,0.00,1,,328<br />
2014-8-18,38,29,19,12,7,3,44,22,7,1013,1007,1000,18,11,10,19,5,,0.00,1,,111<br />
2014-8-19,38,29,19,10,7,3,38,18,7,1017,1010,1004,11,10,10,14,6,,0.00,5,,190<br />
2014-8-20,36,30,23,16,8,4,46,22,11,1019,1013,1006,11,10,10,23,11,,6.10,3,Rain-Thunderstorm,181<br />
2014-8-21,35,27,18,14,12,8,71,36,11,1018,1011,1004,11,10,10,26,5,,0.00,1,,347<br />
2014-8-22,35,27,18,13,11,10,64,30,15,1007,1005,1003,14,11,10,21,10,,0.00,,,-1<br />
2014-8-23,35,27,19,15,11,1,78,35,7,1016,1010,1002,14,11,10,14,3,,0.00,2,,360<br />
2014-8-24,36,27,18,12,11,9,64,34,14,1016,1010,1003,10,10,10,18,5,,0.00,1,,324<br />
2014-8-25,36,27,18,18,11,8,77,32,10,1018,1011,1005,11,10,10,18,6,,0.00,1,,38<br />
2014-8-26,37,28,19,12,9,8,47,25,10,1018,1010,1005,11,10,10,11,3,,0.00,1,,4<br />
2014-8-27,36,28,19,13,11,3,57,31,7,1018,1011,1005,14,11,10,18,5,,0.00,1,,16<br />
2014-8-28,38,27,16,11,9,5,61,26,10,1016,1008,1003,10,10,10,19,5,,0.00,1,,6<br />
2014-8-29,38,28,18,12,8,4,43,22,6,1005,1002,1000,19,13,10,14,8,,0.00,,,-1<br />
2014-8-30,35,27,18,12,9,6,58,30,12,1015,1009,1002,11,10,10,19,5,,0.00,1,,17<br />
2014-8-31,33,26,18,13,12,12,61,38,19,1017,1010,1003,18,11,10,11,6,,0.00,1,,16<br />
2014-9-1,33,26,18,14,13,12,68,42,22,1015,1009,1001,11,10,10,18,6,,0.00,1,Thunderstorm,360<br />
2014-9-2,34,26,18,13,12,10,64,36,16,1014,1007,1001,18,11,10,18,3,,0.00,1,,27<br />
2014-9-3,35,26,17,14,11,5,73,34,8,1015,1008,1002,14,11,10,11,2,,0.00,2,,50<br />
2014-9-4,36,27,18,14,10,4,56,29,9,1013,1005,998,19,12,10,14,2,,0.00,1,,48<br />
2014-9-5,34,26,17,14,11,8,63,32,12,1002,1000,999,11,11,10,18,5,,0.00,,,-1<br />
2014-9-6,31,23,17,13,12,11,68,43,23,1014,1008,1002,14,11,10,21,3,,0.00,2,Thunderstorm,341<br />
2014-9-7,33,25,17,14,10,3,77,36,8,1014,1008,1002,11,10,10,11,3,,0.00,1,,275<br />
2014-9-8,34,24,15,9,4,-2,53,24,7,1015,1009,1003,11,10,10,18,3,,0.00,1,,117<br />
2014-9-9,33,24,15,5,1,-4,36,16,4,1013,1008,1002,14,11,10,23,8,,0.00,1,,152<br />
2014-9-10,33,23,14,10,7,4,38,26,12,1015,1009,1003,11,10,10,11,3,,0.00,1,,12<br />
2014-9-11,34,23,13,12,6,1,56,24,6,1015,1009,1004,14,11,10,19,5,,0.00,,,19<br />
2014-9-12,33,23,13,10,7,3,51,25,12,1008,1006,1003,11,11,10,6,0,,0.00,,,-1<br />
2014-9-13,31,24,17,12,9,6,63,38,12,1016,1010,1004,11,10,10,19,6,,0.00,1,,18<br />
2014-9-14,33,24,15,12,9,3,69,38,11,1014,1009,1003,11,10,10,11,5,,0.00,1,,282<br />
2014-9-15,30,23,16,10,8,3,59,36,18,1015,1009,1003,14,10,10,11,3,,0.00,1,,71<br />
2014-9-16,28,21,14,12,8,3,67,34,16,1013,1007,1002,14,10,10,47,6,,0.25,1,Rain,143<br />
2014-9-17,27,21,14,11,8,6,58,35,19,1014,1009,1005,11,10,10,14,6,,0.00,1,,4<br />
2014-9-18,30,22,13,12,9,4,71,40,12,1016,1011,1007,11,10,10,19,3,,0.00,1,,117<br />
2014-9-19,31,21,12,11,8,3,75,39,11,1014,1011,1009,14,11,10,11,2,,0.00,,,-1<br />
2014-9-20,29,20,12,11,9,2,77,45,19,1016,1012,1007,11,10,10,23,5,,0.00,3,,89<br />
2014-9-21,26,19,12,11,10,9,77,54,25,1014,1009,1003,14,10,10,14,5,,0.00,1,,331<br />
2014-9-22,28,19,11,11,8,1,84,47,10,1014,1009,1005,14,11,10,14,3,,0.00,1,,75<br />
2014-9-23,28,21,13,11,7,4,51,34,21,1014,1009,1004,11,10,10,8,3,,0.00,1,,54<br />
2014-9-24,31,22,14,10,6,3,52,27,13,1012,1008,1003,11,10,10,29,10,,0.00,2,,194<br />
2014-9-25,24,19,13,13,8,4,84,46,20,1013,1009,1005,18,11,10,23,10,,0.00,2,,19<br />
2014-9-26,23,18,12,5,2,1,39,28,14,1012,1009,1006,14,13,10,18,5,,0.00,,,-1<br />
2014-9-27,27,17,6,6,3,1,66,36,13,1017,1013,1009,16,12,10,11,5,,0.00,,,54<br />
2014-9-28,28,19,10,7,3,1,50,26,11,1016,1012,1006,14,11,10,39,11,53,0.25,2,,152<br />
2014-9-29,26,19,13,15,10,-2,100,61,13,1016,1012,1007,10,10,10,32,6,42,0.51,4,Rain,338<br />
2014-9-30,25,18,11,9,8,6,82,51,24,1018,1015,1009,11,10,10,26,8,,1.02,2,,27<br />
2014-10-1,23,17,10,8,7,4,74,48,21,1021,1017,1014,16,11,10,19,6,,0.00,2,,25<br />
2014-10-2,18,13,8,12,8,5,87,62,41,1022,1019,1015,11,10,9,19,5,,4.06,4,Rain-Thunderstorm,324<br />
2014-10-3,18,15,12,13,11,9,94,77,55,1020,1019,1017,10,8,6,11,3,,11.94,8,Rain,-1<br />
2014-10-4,21,16,11,12,10,9,94,72,46,1021,1019,1015,11,9,5,11,2,,0.00,4,,80<br />
2014-10-5,24,17,10,12,11,8,91,67,25,1020,1017,1014,10,8,4,11,3,,0.00,1,,54<br />
2014-10-6,25,17,8,12,8,4,82,50,24,1022,1019,1014,11,10,10,14,3,,0.00,1,,64<br />
2014-10-7,22,17,11,12,8,6,83,53,26,1023,1020,1016,10,10,10,26,6,,0.00,2,,31<br />
2014-10-8,18,14,10,7,6,5,71,55,35,1025,1023,1020,10,10,10,14,5,,0.00,4,,25<br />
2014-10-9,19,13,8,9,7,5,87,58,40,1024,1022,1017,10,10,10,11,3,,0.00,5,Rain,15<br />
2014-10-10,21,14,8,9,7,5,74,56,32,1023,1021,1020,11,9,0,14,2,,0.00,,,-1<br />
2014-10-11,21,14,7,8,7,6,87,59,28,1026,1023,1019,10,10,10,11,3,,0.00,2,,35<br />
2014-10-12,23,15,7,8,7,6,86,57,26,1023,1020,1017,11,10,10,11,2,,0.00,2,,76<br />
2014-10-13,19,17,14,13,12,8,89,73,51,1021,1018,1014,11,10,8,14,5,,3.05,6,Rain,107<br />
2014-10-14,24,18,11,11,10,8,82,56,26,1021,1017,1013,10,9,8,23,6,,0.00,1,,174<br />
2014-10-15,21,17,13,11,10,8,76,57,35,1020,1017,1013,10,9,8,29,14,,0.25,4,Rain,156<br />
2014-10-16,23,17,11,10,8,6,77,52,26,1021,1017,1013,11,10,10,23,10,,0.00,1,,164<br />
2014-10-17,18,14,11,11,8,7,86,60,42,1011,1011,1010,14,11,10,14,5,,0.51,,,-1<br />
2014-10-18,18,13,9,10,8,7,85,67,38,1013,1011,1008,10,10,10,19,6,,0.00,5,,169<br />
2014-10-19,12,10,8,10,8,6,88,79,59,1012,1009,1006,10,7,3,14,5,,7.87,8,Rain,44<br />
2014-10-20,8,4,0,7,2,0,100,88,65,1022,1019,1013,10,7,1,21,5,,10.92,7,Rain-Snow,306<br />
2014-10-21,11,8,5,6,4,3,93,83,62,1021,1017,1015,10,9,6,11,2,,0.00,8,,4<br />
2014-10-22,19,11,4,8,6,2,82,68,38,1020,1019,1016,10,9,8,23,6,,0.00,1,,185<br />
2014-10-23,19,12,6,8,7,5,89,65,37,1022,1020,1017,10,9,8,23,5,,0.00,6,,185<br />
2014-10-24,19,12,5,8,7,4,87,59,30,1017,1016,1015,19,11,10,0,0,,0.00,,,-1<br />
2014-10-25,22,14,6,7,5,3,82,51,23,1018,1015,1012,11,10,10,14,3,,0.00,2,,175<br />
2014-10-26,17,12,6,8,6,3,85,60,41,1022,1019,1014,11,10,10,14,3,,0.00,2,,7<br />
2014-10-27,14,9,4,5,4,3,87,67,39,1027,1025,1022,10,10,10,14,3,,0.00,4,,39<br />
2014-10-28,15,10,5,6,4,3,81,66,41,1026,1025,1023,14,11,10,8,2,,0.00,6,,10<br />
2014-10-29,15,9,3,8,4,3,93,71,44,1026,1023,1022,10,9,6,8,3,,0.00,4,,23<br />
2014-10-30,16,9,3,6,4,1,93,71,42,1024,1021,1019,10,8,4,8,3,,0.00,4,,12<br />
2014-10-31,17,10,3,7,6,2,96,70,41,1018,1015,1010,10,6,2,11,2,,0.00,,,-1<br />
2014-11-1,17,10,4,8,5,3,94,65,37,1010,1009,1007,10,8,2,18,6,,4.06,5,,169<br />
2014-11-2,12,10,7,7,6,4,91,75,51,1012,1010,1007,10,9,6,11,6,,4.06,6,Rain,37<br />
2014-11-3,8,5,2,3,-2,-8,96,58,20,1021,1015,1005,18,11,8,26,13,,0.00,5,Rain,35<br />
2014-11-4,8,3,-2,-2,-6,-10,61,45,20,1021,1019,1016,14,11,10,18,3,,0.00,6,,33<br />
2014-11-5,7,1,-4,-3,-5,-11,71,48,29,1031,1027,1022,14,10,10,14,2,,0.00,,,30<br />
2014-11-6,10,3,-4,-3,-6,-9,84,50,26,1034,1030,1027,14,11,10,11,3,,0.00,,,40<br />
2014-11-7,13,4,-4,-1,-3,-4,87,56,25,1034,1032,1030,10,10,10,6,0,,0.00,,,-1<br />
2014-11-8,15,6,-3,-1,-3,-6,87,49,22,1033,1029,1027,14,10,8,19,3,,0.00,,,52<br />
2014-11-9,14,6,-2,1,-2,-4,87,50,23,1031,1029,1027,14,10,10,8,2,,0.00,,,65<br />
2014-11-10,11,4,-2,1,-2,-4,88,51,23,1031,1028,1025,10,10,10,11,2,,0.00,,,45<br />
2014-11-11,13,6,-2,0,-2,-3,89,55,24,1029,1027,1024,10,9,8,11,2,,0.00,0,,30<br />
2014-11-12,13,6,-2,2,-1,-2,89,58,31,1028,1025,1023,10,9,6,8,3,,0.00,0,,38<br />
2014-11-13,13,5,-3,-1,-3,-8,89,53,24,1026,1023,1022,10,10,10,19,3,,0.00,1,,99<br />
2014-11-14,12,6,-2,1,-1,-3,85,59,31,1027,1025,1024,10,10,10,0,0,,0.00,8,,-1<br />
2014-11-15,18,11,3,1,-1,-8,66,37,14,1025,1022,1019,10,10,10,23,8,,0.00,4,,167<br />
2014-11-16,12,8,5,3,2,1,76,60,37,1021,1019,1017,10,9,6,8,2,,1.02,7,,203<br />
2014-11-17,9,8,6,7,6,5,94,84,76,1021,1020,1019,8,6,3,14,3,,0.76,8,Rain,173<br />
2014-11-18,13,9,6,8,7,5,94,80,54,1025,1022,1021,10,6,1,8,2,,0.51,5,Rain,38<br />
2014-11-19,9,6,3,6,5,2,100,84,68,1028,1026,1025,10,5,1,8,2,,0.00,8,,81<br />
2014-11-20,10,6,1,5,3,1,94,85,57,1028,1026,1023,10,5,1,8,2,,0.00,6,,1<br />
2014-11-21,9,4,0,6,3,0,100,94,81,1024,1022,1019,6,3,0,6,2,,2.03,,Fog,-1<br />
2014-11-22,12,8,4,6,5,4,94,77,54,1017,1009,1006,10,9,3,23,6,,3.05,7,Rain,198<br />
2014-11-23,13,7,2,4,1,-1,92,63,32,1021,1013,1008,11,10,10,21,5,,0.00,1,,148<br />
2014-11-24,10,7,3,3,2,1,87,70,46,1019,1017,1015,10,10,8,14,5,,7.11,4,,345<br />
2014-11-25,5,3,2,2,1,-1,92,80,62,1022,1020,1018,10,9,6,11,3,,0.76,8,Rain-Snow,32<br />
2014-11-26,7,4,2,3,1,0,93,79,62,1021,1019,1016,10,9,8,6,2,,0.25,8,Rain,33<br />
2014-11-27,8,4,1,4,3,0,93,82,66,1019,1016,1014,10,7,2,19,2,,9.91,7,Rain,70<br />
2014-11-28,6,3,2,3,2,0,90,83,65,1024,1022,1019,10,8,5,11,3,,0.25,8,Rain,-1<br />
2014-11-29,6,4,2,3,2,-1,93,85,69,1025,1023,1021,10,8,5,11,3,,0.76,8,Rain,274<br />
2014-11-30,9,3,-3,1,-1,-3,100,74,36,1025,1021,1018,10,9,1,14,3,,0.00,2,Fog,172<br />
2014-12-1,10,6,1,2,-1,-2,86,55,36,1017,1015,1013,10,10,10,26,8,,0.51,4,,161<br />
2014-12-2,7,4,2,2,-2,-6,84,58,32,1023,1019,1012,11,10,10,14,8,,5.08,5,Rain-Snow,20<br />
2014-12-3,4,2,1,1,-1,-3,90,72,48,1032,1023,1019,10,9,6,26,5,,1.02,7,Rain-Snow,34<br />
2014-12-4,4,2,1,1,0,-1,93,82,65,1035,1032,1029,10,9,5,11,2,,0.00,7,,35<br />
2014-12-5,4,2,1,2,1,-1,86,77,69,1032,1029,1026,10,9,6,0,0,,0.00,8,,-1<br />
2014-12-6,6,4,2,2,1,1,93,79,63,1032,1028,1025,8,5,3,8,2,,0.00,8,,5<br />
2014-12-7,8,6,4,3,2,1,87,73,50,1033,1030,1028,10,5,2,23,5,,0.00,7,,217<br />
2014-12-8,9,7,4,2,1,-1,71,59,42,1029,1028,1026,10,9,6,29,16,,0.00,6,,186<br />
2014-12-9,11,7,3,4,2,-1,81,66,53,1029,1027,1024,10,8,6,14,3,,0.00,4,,171<br />
2014-12-10,8,5,2,4,3,1,93,79,62,1026,1024,1022,6,4,3,26,6,,3.05,7,Rain,155<br />
2014-12-11,11,6,1,6,3,0,93,80,57,1030,1026,1025,10,6,2,8,2,,0.00,3,,272<br />
2014-12-12,9,6,1,2,1,0,92,69,43,1030,1029,1027,10,8,6,21,5,,0.00,,,-1<br />
2014-12-13,7,5,3,3,1,0,88,75,63,1026,1024,1021,10,6,3,19,5,,3.05,7,Rain,145<br />
2014-12-14,7,6,3,4,3,3,94,87,73,1026,1024,1023,5,3,2,11,3,,4.06,8,Rain,59<br />
2014-12-15,6,4,4,4,4,3,100,92,81,1026,1024,1022,3,2,1,3,0,,7.87,8,Rain,53<br />
2014-12-16,5,3,2,4,2,1,100,91,81,1030,1026,1024,10,7,3,6,2,,6.10,8,Rain,278<br />
2014-12-17,9,4,1,2,1,-1,100,78,47,1032,1029,1027,11,9,5,11,2,,0.00,2,,236<br />
2014-12-18,5,2,-1,1,0,-2,93,82,64,1028,1025,1022,10,7,3,11,2,,0.00,8,,71<br />
2014-12-19,6,2,-1,1,-1,-2,91,74,57,1025,1024,1023,8,7,6,14,3,,0.00,,,-1<br />
2014-12-20,6,2,-1,2,1,-1,95,86,73,1026,1023,1019,6,4,1,11,3,,0.00,6,,7<br />
2014-12-21,2,0,-2,1,-1,-3,100,90,84,1028,1022,1019,8,3,0,8,2,,0.00,8,Fog,78<br />
2014-12-22,7,2,-2,2,-1,-3,100,83,53,1022,1017,1013,10,4,0,18,3,,0.00,6,Fog,63<br />
2014-12-23,1,0,-1,-1,-1,-2,100,89,74,1019,1016,1014,10,5,0,209,16,,5.08,8,Fog-Snow,30<br />
2014-12-24,5,0,-5,-1,-3,-7,96,79,46,1028,1023,1019,10,9,5,14,3,,0.00,2,,182<br />
2014-12-25,8,2,-4,1,-2,-4,90,70,44,1032,1028,1024,10,9,8,21,5,,0.00,,,244<br />
2014-12-26,8,2,-3,1,-2,-4,90,73,47,1029,1027,1025,10,10,10,6,0,,0.00,,,-1<br />
2014-12-27,8,2,-4,1,-2,-4,91,70,43,1027,1022,1018,10,10,10,14,5,,0.00,6,,108<br />
2014-12-28,10,4,-1,2,1,-2,86,66,46,1022,1018,1015,10,10,8,23,5,,0.00,2,,190<br />
2014-12-29,12,5,-2,2,-1,-3,88,63,38,1025,1022,1019,10,10,10,19,8,,0.00,1,,162<br />
2014-12-30,13,6,-1,2,0,-3,81,60,37,1022,1019,1016,10,10,10,14,5,,0.00,1,,128<br />
2014-12-31,13,6,-1,1,-2,-4,81,56,33,1022,1020,1017,10,10,10,21,6,,0.00,,,180<br />